y R D' U R U' R' U2 D R2 U' R U R,no,yes
R2 D' r U2 r' D R U R U' R' U2 R,no,yes
R U R' F' R U R' U' R' F R2 U R' U' R U' R',no,yes
y2 f' L F L' U2 L' U2 L U2 S,no,yes
y' F U R' U' R F' U' R' U2 R,no,yes
R' U' F' R U R' U' R' F R2 U' R' U R,no,yes
y R U R' U2 R U R' U' F' R U2 R' U' R U' R' F,no,yes
R2 D' R U' R' D F R U R U' R' F' R,no,yes
y2 R2 D r' U2 r D' R2 U' R U' R',no,yes
y R U R' U R U' R2 F R F' r U' r' U r U r',no,yes
R U2 R' U' R U' R D R' U2 R D' R' U2 R',no,yes
R U2 R' U' R' D' R U' R' D R2 U' R' U R U' R',no,yes
y2 R2 D R' U2 R D' R2 U' R U' R',no,yes
R U' R' U2 R U' R' U R' D' R U2 R' D R,no,yes
R U' R' F' R U R' U' R' F R2 U' R' U2 R U' R',no,yes
y' R U2 R2 U' R2 U' R' F U' R' U' R U F',no,yes
R U R' F' R U2 R' U' R U' R' F R U' R',no,yes
y2 R' U' R U' L U' R' U L' U2 R,no,yes
y2 F R' F' R U R U' R2 F R U R' U' F' U R,no,yes
y2 F R2 U R2 U R2 U2 R' U2 R' U' R U' R' F',no,yes
y' F U' R' U R U F' R' U R U' R' U2 R,no,yes
y' R U2 R' U' R U R' L' U R U' L U2 R',no,yes
y' R2 U R2 F' R U R' U R U2 R' F R2 U' R2,no,yes
y' F R U R' U' R U R' F R' F' R U' F',no,yes
y2 R' U F' R U R' U' R' F R U2 R U2 R' U' R,no,yes
y' R U' R2 D' U' R U' R' U2 D R2 U R',no,yes
y R2 U R2 U R' U2 R' U R U R' U' R2,no,yes
y R' U' R U R U2 R' U' R U' R' U R' U R,no,yes
y2 R U R' U R' U' R U' R' U2 R U R U' R',no,yes
y' R' U' R U' R U R2 U R U' R U R' U' R U' R',no,yes
R' U' R2 U R2 U R2 U2 R2 U2 R,no,yes
y R U2 R' U' R U' R',no,yes
R U2 R2 U2 R2 U R2 U R2 U' R',no,yes
R' U' R U' R' U2 R,no,yes
y R U R' U' R' U' R U R U' R' U' R' U R,no,yes
y R' U' R U R U2 R' U' R' U R U' R U' R',no,yes
y2 R U R' U R' U' R2 U' R2 U2 R,no,yes
y' R2 D' R U2 R' D R U R' F R U R U' R' F' R,no,yes
R U R' U' R' F R2 U' R' U' R U R' F',no,yes
F R U' R' U' R U R' F' R U R' U' R' F R F',no,yes
R U' R' U' R U R D R' U' R D' R' U2 R',no,yes
R' U2 R U2 R' F R U R' U' R' F' R2,no,yes
x R' U R' D2 R U' R' D2 R2 x',no,yes
x R2 D2 R U R' D2 R U' R x',no,yes
R U R' U R U R' F' R U R' U' R' F R2 U' R' U2 R U' R',no,yes
R' U R U' R' F' U' F R U R' F R' F' R U' R,no,yes
M2 U M2 U2 M2 U M2,no,yes
M' U M2 U M2 U M' U2 M2,no,yes
M2 U M U2 M' U M2,no,yes
L' U' L F L' U' L U L F' L2 U L,no,yes
