R U2 R D R' U2 R D' R' U R' U R U2 R',no,yes
R U R' U' R2 U' L' U R2 U' L U' R U2 R',no,yes
R U R' U R' F R F' R U' R' F' U F R U' R',no,yes
y R' U' F2 U' R2 U R2 U F2 R2 U2 R',no,yes
y2 R U2 R' U' R U R' U' R U R D R' U2 R D' R2,no,yes
y' F R' U R U F' R' U F U F' R,no,yes
R' D R2 D' R2 U R2 D R2 D' R2 U' R',no,yes
y' R U R' U R U' R D R' U R r' U2 r D' R2,no,yes
R U' R' U' R U R D R' U2 R D' R2 U R U2 R',no,yes
y' R' U2 R' D' R U R' D R U' R U R' U R,no,yes
y2 R U R' U R U' R D R' U R D' R' U2 R',no,yes
y' R U R' U R U' R D R' U' R D' R2,no,yes
y2 R2 D' R U' R' D R U' R U R' U R,no,yes
R2 D R' U2 R D' R' U' R' U R U2 R',no,yes
y' R' U2 F' R U R' U' R' F R U2 R,no,yes
y R' U2 R U R' U' R' D' R U2 R' D R2,no,yes
y R U R' U R U' R2 D' R U R' D R2 U2 R',no,yes
R U' L' U R' U' L,no,yes
y' R' U2 R2 U R D' R U R' D R2 U' R U' R',no,yes
y' R U R' U R U2 R2 U R U2 L' R' U R U' L,no,yes
y2 R U R' F' R U R' U R U' R' U' R' F R2 U' R',no,yes
y R' U' R' U R2 D' U2 R U R' U' D R',no,yes
y2 L U' R' U L' R' U' R' U' R' U R U R2,no,yes
R2 D r' U2 r D' R' U' R' U R U2 R',no,yes
y' R' U' D R' U R D' U2 R2 U R' U' R',no,yes
L' R U R' U' L U2 R U2 R',no,yes
y R' D' R U R' D R2 U R' U2 R U R',no,yes
y R' U2 R U R2 D' R U' R' D R U2 R,no,yes
f R' F' R U2 R U2 R' U2 S',no,yes
y R U' L' U R' U2 L U R U' L' U R' L,no,yes
R' F' R U R U R' U' R U' R' F R U R' U R U' R',no,yes
y2 R2 D' r U2 r' D R2 U R' U R,no,yes
F U R U' R' S R' F' R U R U' R' S',no,yes
F R U R' U' R' F' R U2 R U' R' U R U2 R',no,yes
R' U2 R U R' U R' D' R U2 R' D R U2 R,no,yes
R2 F R U R U' R' F' R U' R' U R,no,yes
y2 R2 D' R U2 R' D R2 U R' U R,no,yes
y R2 U R2 F' R U2 R' U' R U' R' F R2 U' R2,no,yes
y F U R' F R F' R U' R' U R U' R' F',no,yes
y' R U' R2 U2 D' R U R' U D R2 U R',no,yes
y F' R U R' D R U R' U' D' R U' R' F,no,yes
y' R' U2 R2 U R' F' R U R' U' R' F R2 U' R2 U R,no,yes
F R U R' U R U2 R U2 R2 U' R2 U' R2 F',no,yes
R' U2 R U R' U' R F U' R' U' R U F',no,yes
L' U2 R U' R' U2 L U R U' R' U R U2 R',no,yes
y2 R U R' U L' U R U' L U2 R',no,yes
F U' R' U R U F' R U R2 U R2 U2 R',no,yes
R' U2 L U' R U L' U R' U R,no,yes
F R U' R2 U2 R U R' U R2 U R' F',no,yes
y' R U R' U' R' U2 R U R' U R U' R U' R',no,yes
R U R' U R U' R' U R' U' R2 U' R' U R' U R,no,yes
R U R2 U' R2 U' R2 U2 R2 U2 R',no,yes
y' R' U2 R U R' U R,no,yes
R U R' U R U R U R U R U' R' U' R2,no,yes
R U R2 F' R U2 R U' R' U' R' F R2 U' R',no,yes
R U R' U R U2 R',no,yes
R' U2 R2 U2 R2 U' R2 U' R2 U R,no,yes
y' R U R' U' R' U2 R U R U' R' U R' U R,no,yes
y' R' U' R U R U R' U' R' U R U R U' R',no,yes
y' R' U2 R2 U R2 U R U' R U' R',no,yes
R U R' U' R U R' U R U R U2 R' U' R U' R' U R',no,yes
y' R2 D R' U2 R D' R' U' R' U R U' R' U R U2 R',no,yes
y2 R' U2 F' R U R' U' R' F R2 U R' U R,no,yes
y2 R' U R U R' U R U2 R' U' R2 D R' U2 R D' R',no,yes
y' R' D' R U2 R' D R2 U' R' U2 R U R' U R U R',no,yes
y2 R' F U2 F' R F R' U2 R F',no,yes
y2 R' F U' F' U' R F U' R' U' R F',no,yes
y2 R2 D r' U2 r R' U' R D' R' U R' U' R U' R',no,yes
y' R U2 R' U' R2 D R' U2 R D' R' U' R' U R U R',no,yes
y2 R' U' R U' R D R' U' R D' R' U R' U2 R,no,yes
y R U2 R D R' U' R D' R' U R' U' R U' R',no,yes
y2 R2 D R' U R D' R' U R' U' R U' R',no,yes
y R' U' R U' R' U R' D' R U R' D R2,no,yes
R U' R' U2 R U' R2 D' R U' R' D R,no,yes
S U2 R U2 R' U2 R' F R f',no,yes
y2 R U2 R' U2 L' U R U' R' L,no,yes
y' R' U2 R' D' R U R' D R2 U' R' U2 R,no,yes
y R U R' U R' F U' R2 U' R2 U F' U R,no,yes
y R2 D R' U R D' R2 U' r' F R F' M',no,yes
y2 S R U R' U' R' F R S' R U R' U' F',no,yes
